measure,sex,age group,age units,disease,aliases,prevalence
Prevalence,Male,0-6 days,D,Retinoblastoma,"Retinoblastoma, eye cancer in children",0.06%
Prevalence,Male,7-27 days,D,Retinoblastoma,"Retinoblastoma, eye cancer in children",0.00%
Prevalence,Male,1-5 months,M,Retinoblastoma,"Retinoblastoma, eye cancer in children",0.01%
Prevalence,Male,6-11 months,M,Retinoblastoma,"Retinoblastoma, eye cancer in children",0.01%
Prevalence,Male,12-23 months,M,Retinoblastoma,"Retinoblastoma, eye cancer in children",0.01%
Prevalence,Male,2-4 years,Y,Retinoblastoma,"Retinoblastoma, eye cancer in children",0.01%
Prevalence,Male,5-9 years,Y,Retinoblastoma,"Retinoblastoma, eye cancer in children",0.00%
Prevalence,Male,10-14 years,Y,Retinoblastoma,"Retinoblastoma, eye cancer in children",0.00%
Prevalence,Male,15-19 years,Y,Retinoblastoma,"Retinoblastoma, eye cancer in children",0.00%
Prevalence,Male,20-24 years,Y,Retinoblastoma,"Retinoblastoma, eye cancer in children",0.00%
Prevalence,Male,25-29 years,Y,Retinoblastoma,"Retinoblastoma, eye cancer in children",0.00%
Prevalence,Male,30-34 years,Y,Retinoblastoma,"Retinoblastoma, eye cancer in children",0.00%
Prevalence,Male,35-39 years,Y,Retinoblastoma,"Retinoblastoma, eye cancer in children",0.00%
Prevalence,Male,40-44 years,Y,Retinoblastoma,"Retinoblastoma, eye cancer in children",0.00%
Prevalence,Male,45-49 years,Y,Retinoblastoma,"Retinoblastoma, eye cancer in children",0.00%
Prevalence,Male,50-54 years,Y,Retinoblastoma,"Retinoblastoma, eye cancer in children",0.00%
Prevalence,Male,55-59 years,Y,Retinoblastoma,"Retinoblastoma, eye cancer in children",0.00%
Prevalence,Male,60-64 years,Y,Retinoblastoma,"Retinoblastoma, eye cancer in children",0.00%
Prevalence,Male,65-69 years,Y,Retinoblastoma,"Retinoblastoma, eye cancer in children",0.00%
Prevalence,Male,70-74 years,Y,Retinoblastoma,"Retinoblastoma, eye cancer in children",0.00%
Prevalence,Male,75-79 years,Y,Retinoblastoma,"Retinoblastoma, eye cancer in children",0.00%
Prevalence,Male,80-84 years,Y,Retinoblastoma,"Retinoblastoma, eye cancer in children",0.00%
Prevalence,Male,85-89 years,Y,Retinoblastoma,"Retinoblastoma, eye cancer in children",0.00%
Prevalence,Male,90-94 years,Y,Retinoblastoma,"Retinoblastoma, eye cancer in children",0.00%
Prevalence,Male,95+ years,Y,Retinoblastoma,"Retinoblastoma, eye cancer in children",0.00%
Prevalence,Female,0-6 days,D,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Female,7-27 days,D,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Female,1-5 months,M,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Female,6-11 months,M,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Female,12-23 months,M,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Female,2-4 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Female,5-9 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Female,10-14 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Female,15-19 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Female,20-24 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Female,25-29 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Female,30-34 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Female,35-39 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Female,40-44 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Female,45-49 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Female,50-54 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Female,55-59 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.01%
Prevalence,Female,60-64 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.01%
Prevalence,Female,65-69 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.01%
Prevalence,Female,70-74 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.01%
Prevalence,Female,75-79 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.02%
Prevalence,Female,80-84 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.01%
Prevalence,Female,85-89 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.02%
Prevalence,Female,90-94 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.02%
Prevalence,Female,95+ years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.01%
Prevalence,Male,0-6 days,D,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Male,7-27 days,D,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Male,1-5 months,M,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Male,6-11 months,M,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Male,12-23 months,M,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Male,2-4 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Male,5-9 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Male,10-14 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Male,15-19 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Male,20-24 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Male,25-29 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Male,30-34 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Male,35-39 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Male,40-44 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Male,45-49 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.00%
Prevalence,Male,50-54 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.01%
Prevalence,Male,55-59 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.01%
Prevalence,Male,60-64 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.01%
Prevalence,Male,65-69 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.01%
Prevalence,Male,70-74 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.02%
Prevalence,Male,75-79 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.02%
Prevalence,Male,80-84 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.02%
Prevalence,Male,85-89 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.02%
Prevalence,Male,90-94 years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.03%
Prevalence,Male,95+ years,Y,Other eye cancers,"Ocular cancer, eye tumor",0.01%
Prevalence,Female,0-6 days,D,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.04%
Prevalence,Female,7-27 days,D,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.01%
Prevalence,Female,1-5 months,M,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.00%
Prevalence,Female,6-11 months,M,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.00%
Prevalence,Female,12-23 months,M,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.01%
Prevalence,Female,2-4 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.00%
Prevalence,Female,5-9 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.00%
Prevalence,Female,10-14 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.00%
Prevalence,Female,15-19 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.01%
Prevalence,Female,20-24 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.01%
Prevalence,Female,25-29 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.01%
Prevalence,Female,30-34 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.01%
Prevalence,Female,35-39 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.01%
Prevalence,Female,40-44 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.01%
Prevalence,Female,45-49 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.02%
Prevalence,Female,50-54 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.02%
Prevalence,Female,55-59 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.03%
Prevalence,Female,60-64 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.03%
Prevalence,Female,65-69 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.03%
Prevalence,Female,70-74 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.04%
Prevalence,Female,75-79 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.05%
Prevalence,Female,80-84 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.05%
Prevalence,Female,85-89 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.05%
Prevalence,Female,90-94 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.05%
Prevalence,Female,95+ years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.02%
Prevalence,Male,0-6 days,D,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.04%
Prevalence,Male,7-27 days,D,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.01%
Prevalence,Male,1-5 months,M,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.01%
Prevalence,Male,6-11 months,M,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.01%
Prevalence,Male,12-23 months,M,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.01%
Prevalence,Male,2-4 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.00%
Prevalence,Male,5-9 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.00%
Prevalence,Male,10-14 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.01%
Prevalence,Male,15-19 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.01%
Prevalence,Male,20-24 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.01%
Prevalence,Male,25-29 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.01%
Prevalence,Male,30-34 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.01%
Prevalence,Male,35-39 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.01%
Prevalence,Male,40-44 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.01%
Prevalence,Male,45-49 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.02%
Prevalence,Male,50-54 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.02%
Prevalence,Male,55-59 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.03%
Prevalence,Male,60-64 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.03%
Prevalence,Male,65-69 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.04%
Prevalence,Male,70-74 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.06%
Prevalence,Male,75-79 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.07%
Prevalence,Male,80-84 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.07%
Prevalence,Male,85-89 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.08%
Prevalence,Male,90-94 years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.08%
Prevalence,Male,95+ years,Y,Soft tissue and other extraosseous sarcomas,"Soft tissue sarcoma, sarcoma",0.03%
Prevalence,Female,0-6 days,D,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.00%
Prevalence,Female,7-27 days,D,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.00%
Prevalence,Female,1-5 months,M,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.00%
Prevalence,Female,6-11 months,M,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.00%
Prevalence,Female,12-23 months,M,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.00%
Prevalence,Female,2-4 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.00%
Prevalence,Female,5-9 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.00%
Prevalence,Female,10-14 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.01%
Prevalence,Female,15-19 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.01%
Prevalence,Female,20-24 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.00%
Prevalence,Female,25-29 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.01%
Prevalence,Female,30-34 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.00%
Prevalence,Female,35-39 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.00%
Prevalence,Female,40-44 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.00%
Prevalence,Female,45-49 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.00%
Prevalence,Female,50-54 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.00%
Prevalence,Female,55-59 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.00%
Prevalence,Female,60-64 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.01%
Prevalence,Female,65-69 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.01%
Prevalence,Female,70-74 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.01%
Prevalence,Female,75-79 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.01%
Prevalence,Female,80-84 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.01%
Prevalence,Female,85-89 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.02%
Prevalence,Female,90-94 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.02%
Prevalence,Female,95+ years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.01%
Prevalence,Male,0-6 days,D,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.00%
Prevalence,Male,7-27 days,D,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.00%
Prevalence,Male,1-5 months,M,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.00%
Prevalence,Male,6-11 months,M,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.00%
Prevalence,Male,12-23 months,M,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.00%
Prevalence,Male,2-4 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.00%
Prevalence,Male,5-9 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.01%
Prevalence,Male,10-14 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.01%
Prevalence,Male,15-19 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.01%
Prevalence,Male,20-24 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.01%
Prevalence,Male,25-29 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.01%
Prevalence,Male,30-34 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.01%
Prevalence,Male,35-39 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.01%
Prevalence,Male,40-44 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.01%
Prevalence,Male,45-49 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.01%
Prevalence,Male,50-54 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.01%
Prevalence,Male,55-59 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.01%
Prevalence,Male,60-64 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.01%
Prevalence,Male,65-69 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.01%
Prevalence,Male,70-74 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.01%
Prevalence,Male,75-79 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.02%
Prevalence,Male,80-84 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.02%
Prevalence,Male,85-89 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.03%
Prevalence,Male,90-94 years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.03%
Prevalence,Male,95+ years,Y,Malignant neoplasm of bone and articular cartilage,"Bone cancer, cartilage cancer, osteosarcoma, chondrosarcoma",0.01%
Prevalence,Female,0-6 days,D,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.03%
Prevalence,Female,7-27 days,D,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.02%
Prevalence,Female,1-5 months,M,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.01%
Prevalence,Female,6-11 months,M,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Female,12-23 months,M,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.02%
Prevalence,Female,2-4 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.01%
Prevalence,Female,5-9 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.01%
Prevalence,Female,10-14 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Female,15-19 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Female,20-24 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Female,25-29 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Female,30-34 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Female,35-39 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Female,40-44 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Female,45-49 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Female,50-54 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Female,55-59 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Female,60-64 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Female,65-69 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Female,70-74 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Female,75-79 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Female,80-84 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Female,85-89 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Female,90-94 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Female,95+ years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Male,0-6 days,D,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.06%
Prevalence,Male,7-27 days,D,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.03%
Prevalence,Male,1-5 months,M,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.02%
Prevalence,Male,6-11 months,M,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.01%
Prevalence,Male,12-23 months,M,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.02%
Prevalence,Male,2-4 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.01%
Prevalence,Male,5-9 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.01%
Prevalence,Male,10-14 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Male,15-19 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Male,20-24 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Male,25-29 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Male,30-34 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Male,35-39 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Male,40-44 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Male,45-49 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Male,50-54 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Male,55-59 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Male,60-64 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Male,65-69 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Male,70-74 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Male,75-79 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Male,80-84 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Male,85-89 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Male,90-94 years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Male,95+ years,Y,Neuroblastoma and other peripheral nervous cell tumors,"Neuroblastoma, neurofibroma, schwannoma",0.00%
Prevalence,Female,0-6 days,D,Osteoarthritis hip,Hip osteoarthritis,0.00%
Prevalence,Female,7-27 days,D,Osteoarthritis hip,Hip osteoarthritis,0.00%
Prevalence,Female,1-5 months,M,Osteoarthritis hip,Hip osteoarthritis,0.00%
Prevalence,Female,6-11 months,M,Osteoarthritis hip,Hip osteoarthritis,0.00%
